Catalyst,Solvent,Base,Plate,Analysis,Plating,Yield,Conversion
IPaul-Pd-DMS,Me-THF,K3PO4,884,UPLC,Method2,,100
IPr-PEPPSI,Me-THF,K3PO4,884,UPLC,Method2,93,99
IPr*-PEPPSI,Me-THF,K3PO4,884,UPLC,Method2,50,53
INonCl-PEPPSI,Me-THF,K3PO4,884,UPLC,Method2,82,93
IPent-Pd-DMS,Toluene,K2CO3,884,UPLC,Method2,43,
IHept-Pd-DMS,Toluene,K2CO3,884,UPLC,Method2,47,
IPr*Tol-Pd-DMS,Toluene,K2CO3,884,UPLC,Method2,37,
IHeptCl-Pd-DMS,Toluene,K2CO3,884,UPLC,Method2,66,
IPaul-Pd-DMS,Toluene,K2CO3,884,UPLC,Method2,,
IPr-PEPPSI,Toluene,K2CO3,884,UPLC,Method2,35,
IPr*-PEPPSI,Toluene,K2CO3,884,UPLC,Method2,17,
INonCl-PEPPSI,Toluene,K2CO3,884,UPLC,Method2,96,
IPent-Pd-DMS,Toluene,Cs2CO3,884,UPLC,Method2,62,
IHept-Pd-DMS,Toluene,Cs2CO3,884,UPLC,Method2,47,
IPr*Tol-Pd-DMS,Toluene,Cs2CO3,884,UPLC,Method2,71,
IHeptCl-Pd-DMS,Toluene,Cs2CO3,884,UPLC,Method2,77,
IPaul-Pd-DMS,Toluene,Cs2CO3,884,UPLC,Method2,,
IPr-PEPPSI,Toluene,Cs2CO3,884,UPLC,Method2,95,
IPr*-PEPPSI,Toluene,Cs2CO3,884,UPLC,Method2,67,
INonCl-PEPPSI,Toluene,Cs2CO3,884,UPLC,Method2,97,
IPent-Pd-DMS,Toluene,K3PO4,884,UPLC,Method2,16,
IHept-Pd-DMS,Toluene,K3PO4,884,UPLC,Method2,19,
IPr*Tol-Pd-DMS,Toluene,K3PO4,884,UPLC,Method2,40,
IHeptCl-Pd-DMS,Toluene,K3PO4,884,UPLC,Method2,70,
IPaul-Pd-DMS,Toluene,K3PO4,884,UPLC,Method2,32,
IPr-PEPPSI,Toluene,K3PO4,884,UPLC,Method2,54,
IPr*-PEPPSI,Toluene,K3PO4,884,UPLC,Method2,24,
INonCl-PEPPSI,Toluene,K3PO4,884,UPLC,Method2,98,
IPent-Pd-DMS,EtOH,K2CO3,883,GC,Method2,,
IHept-Pd-DMS,EtOH,K2CO3,883,GC,Method2,82,100
IPr*Tol-Pd-DMS,EtOH,K2CO3,883,GC,Method2,84,100
IHeptCl-Pd-DMS,EtOH,K2CO3,883,GC,Method2,83,100
IPaul-Pd-DMS,EtOH,K2CO3,883,GC,Method2,92,100
IPr-PEPPSI,EtOH,K2CO3,883,GC,Method2,92,100
IPr*-PEPPSI,EtOH,K2CO3,883,GC,Method2,80,100
INonCl-PEPPSI,EtOH,K2CO3,883,GC,Method2,83,100
IPent-Pd-DMS,EtOH,Cs2CO3,883,GC,Method2,78,99
IHept-Pd-DMS,EtOH,Cs2CO3,883,GC,Method2,73,100
IPr*Tol-Pd-DMS,EtOH,Cs2CO3,883,GC,Method2,23,57
IHeptCl-Pd-DMS,EtOH,Cs2CO3,883,GC,Method2,47,100
IPaul-Pd-DMS,EtOH,Cs2CO3,883,GC,Method2,72,89
IPr-PEPPSI,EtOH,Cs2CO3,883,GC,Method2,86,100
IPr*-PEPPSI,EtOH,Cs2CO3,883,GC,Method2,13,50
INonCl-PEPPSI,EtOH,Cs2CO3,883,GC,Method2,38,100
IPent-Pd-DMS,EtOH,K3PO4,883,GC,Method2,,
IHept-Pd-DMS,EtOH,K3PO4,883,GC,Method2,89,100
IPr*Tol-Pd-DMS,EtOH,K3PO4,883,GC,Method2,93,100
IHeptCl-Pd-DMS,EtOH,K3PO4,883,GC,Method2,92,100
IPaul-Pd-DMS,EtOH,K3PO4,883,GC,Method2,96,100
IPr-PEPPSI,EtOH,K3PO4,883,GC,Method2,94,100
IPr*-PEPPSI,EtOH,K3PO4,883,GC,Method2,69,100
INonCl-PEPPSI,EtOH,K3PO4,883,GC,Method2,84,100
IPent-Pd-DMS,iPrOAc,K2CO3,883,GC,Method2,88,100
IHept-Pd-DMS,iPrOAc,K2CO3,883,GC,Method2,73,89
IPr*Tol-Pd-DMS,iPrOAc,K2CO3,883,GC,Method2,34,54
IHeptCl-Pd-DMS,iPrOAc,K2CO3,883,GC,Method2,73,89
IPaul-Pd-DMS,iPrOAc,K2CO3,883,GC,Method2,66,82
IPr-PEPPSI,iPrOAc,K2CO3,883,GC,Method2,89,100
IPr*-PEPPSI,iPrOAc,K2CO3,883,GC,Method2,3,26
INonCl-PEPPSI,iPrOAc,K2CO3,883,GC,Method2,64,82
IPent-Pd-DMS,iPrOAc,Cs2CO3,883,GC,Method2,89,100
IHept-Pd-DMS,iPrOAc,Cs2CO3,883,GC,Method2,83,98
IPr*Tol-Pd-DMS,iPrOAc,Cs2CO3,883,GC,Method2,88,100
IHeptCl-Pd-DMS,iPrOAc,Cs2CO3,883,GC,Method2,61,81
IPaul-Pd-DMS,iPrOAc,Cs2CO3,883,GC,Method2,89,100
IPr-PEPPSI,iPrOAc,Cs2CO3,883,GC,Method2,89,100
IPr*-PEPPSI,iPrOAc,Cs2CO3,883,GC,Method2,59,77
INonCl-PEPPSI,iPrOAc,Cs2CO3,883,GC,Method2,87,100
IPent-Pd-DMS,iPrOAc,K3PO4,883,GC,Method2,87,100
IHept-Pd-DMS,iPrOAc,K3PO4,883,GC,Method2,39,59
IPr*Tol-Pd-DMS,iPrOAc,K3PO4,883,GC,Method2,40,57
IHeptCl-Pd-DMS,iPrOAc,K3PO4,883,GC,Method2,,
IPaul-Pd-DMS,iPrOAc,K3PO4,883,GC,Method2,92,100
IPr-PEPPSI,iPrOAc,K3PO4,883,GC,Method2,92,100
IPr*-PEPPSI,iPrOAc,K3PO4,883,GC,Method2,80,93
INonCl-PEPPSI,iPrOAc,K3PO4,883,GC,Method2,89,100
IPent-Pd-DMS,Me-THF,K2CO3,883,GC,Method2,56,73
IHept-Pd-DMS,Me-THF,K2CO3,883,GC,Method2,34,52
IPr*Tol-Pd-DMS,Me-THF,K2CO3,883,GC,Method2,27,45
IHeptCl-Pd-DMS,Me-THF,K2CO3,883,GC,Method2,50,67
IPaul-Pd-DMS,Me-THF,K2CO3,883,GC,Method2,,
IPr-PEPPSI,Me-THF,K2CO3,883,GC,Method2,20,39
IPr*-PEPPSI,Me-THF,K2CO3,883,GC,Method2,3,22
INonCl-PEPPSI,Me-THF,K2CO3,883,GC,Method2,33,51
IPent-Pd-DMS,Me-THF,Cs2CO3,883,GC,Method2,88,99
IHept-Pd-DMS,Me-THF,Cs2CO3,883,GC,Method2,82,96
IPr*Tol-Pd-DMS,Me-THF,Cs2CO3,883,GC,Method2,90,100
IHeptCl-Pd-DMS,Me-THF,Cs2CO3,883,GC,Method2,78,93
IPaul-Pd-DMS,Me-THF,Cs2CO3,883,GC,Method2,83,96
IPr-PEPPSI,Me-THF,Cs2CO3,883,GC,Method2,88,100
IPr*-PEPPSI,Me-THF,Cs2CO3,883,GC,Method2,30,50
INonCl-PEPPSI,Me-THF,Cs2CO3,883,GC,Method2,87,100
IPent-Pd-DMS,Me-THF,K3PO4,883,GC,Method2,,
IHept-Pd-DMS,Me-THF,K3PO4,883,GC,Method2,61,77
IPr*Tol-Pd-DMS,Me-THF,K3PO4,883,GC,Method2,91,100
IHeptCl-Pd-DMS,Me-THF,K3PO4,883,GC,Method2,89,100
IPaul-Pd-DMS,Me-THF,K3PO4,883,GC,Method2,92,100
IPr-PEPPSI,Me-THF,K3PO4,883,GC,Method2,91,100
IPr*-PEPPSI,Me-THF,K3PO4,883,GC,Method2,50,62
INonCl-PEPPSI,Me-THF,K3PO4,883,GC,Method2,89,100
IPent-Pd-DMS,Toluene,K2CO3,883,GC,Method2,70,78
IHept-Pd-DMS,Toluene,K2CO3,883,GC,Method2,57,70
IPr*Tol-Pd-DMS,Toluene,K2CO3,883,GC,Method2,36,52
IHeptCl-Pd-DMS,Toluene,K2CO3,883,GC,Method2,70,82
IPaul-Pd-DMS,Toluene,K2CO3,883,GC,Method2,7,21
IPr-PEPPSI,Toluene,K2CO3,883,GC,Method2,16,28
IPr*-PEPPSI,Toluene,K2CO3,883,GC,Method2,13,28
INonCl-PEPPSI,Toluene,K2CO3,883,GC,Method2,96,100
IPent-Pd-DMS,Toluene,Cs2CO3,883,GC,Method2,61,71
IHept-Pd-DMS,Toluene,Cs2CO3,883,GC,Method2,44,59
IPr*Tol-Pd-DMS,Toluene,Cs2CO3,883,GC,Method2,80,87
IHeptCl-Pd-DMS,Toluene,Cs2CO3,883,GC,Method2,74,84
IPaul-Pd-DMS,Toluene,Cs2CO3,883,GC,Method2,36,51
IPr-PEPPSI,Toluene,Cs2CO3,883,GC,Method2,82,93
IPr*-PEPPSI,Toluene,Cs2CO3,883,GC,Method2,67,75
INonCl-PEPPSI,Toluene,Cs2CO3,883,GC,Method2,93,100
IPent-Pd-DMS,Toluene,K3PO4,883,GC,Method2,21,32
IHept-Pd-DMS,Toluene,K3PO4,883,GC,Method2,13,27
IPr*Tol-Pd-DMS,Toluene,K3PO4,883,GC,Method2,35,50
IHeptCl-Pd-DMS,Toluene,K3PO4,883,GC,Method2,65,74
IPaul-Pd-DMS,Toluene,K3PO4,883,GC,Method2,24,32
IPr-PEPPSI,Toluene,K3PO4,883,GC,Method2,52,63
IPr*-PEPPSI,Toluene,K3PO4,883,GC,Method2,23,36
INonCl-PEPPSI,Toluene,K3PO4,883,GC,Method2,91,98
IPent-Pd-DMS,EtOH,K2CO3,884,GC,Method2,95,100
IHept-Pd-DMS,EtOH,K2CO3,884,GC,Method2,73,100
IPr*Tol-Pd-DMS,EtOH,K2CO3,884,GC,Method2,85,100
IHeptCl-Pd-DMS,EtOH,K2CO3,884,GC,Method2,85,100
IPaul-Pd-DMS,EtOH,K2CO3,884,GC,Method2,94,100
IPr-PEPPSI,EtOH,K2CO3,884,GC,Method2,48,100
IPr*-PEPPSI,EtOH,K2CO3,884,GC,Method2,83,100
INonCl-PEPPSI,EtOH,K2CO3,884,GC,Method2,87,100
IPent-Pd-DMS,EtOH,Cs2CO3,884,GC,Method2,76,100
IHept-Pd-DMS,EtOH,Cs2CO3,884,GC,Method2,74,100
IPr*Tol-Pd-DMS,EtOH,Cs2CO3,884,GC,Method2,26,57
IHeptCl-Pd-DMS,EtOH,Cs2CO3,884,GC,Method2,45,100
IPaul-Pd-DMS,EtOH,Cs2CO3,884,GC,Method2,85,97
IPr-PEPPSI,EtOH,Cs2CO3,884,GC,Method2,45,100
IPr*-PEPPSI,EtOH,Cs2CO3,884,GC,Method2,16,54
INonCl-PEPPSI,EtOH,Cs2CO3,884,GC,Method2,38,100
IPent-Pd-DMS,EtOH,K3PO4,884,GC,Method2,80,94
IHept-Pd-DMS,EtOH,K3PO4,884,GC,Method2,83,95
IPr*Tol-Pd-DMS,EtOH,K3PO4,884,GC,Method2,78,100
IHeptCl-Pd-DMS,EtOH,K3PO4,884,GC,Method2,89,100
IPaul-Pd-DMS,EtOH,K3PO4,884,GC,Method2,95,100
IPr-PEPPSI,EtOH,K3PO4,884,GC,Method2,47,100
IPr*-PEPPSI,EtOH,K3PO4,884,GC,Method2,78,100
INonCl-PEPPSI,EtOH,K3PO4,884,GC,Method2,,
IPent-Pd-DMS,iPrOAc,K2CO3,884,GC,Method2,89,100
IHept-Pd-DMS,iPrOAc,K2CO3,884,GC,Method2,61,78
IPr*Tol-Pd-DMS,iPrOAc,K2CO3,884,GC,Method2,74,87
IHeptCl-Pd-DMS,iPrOAc,K2CO3,884,GC,Method2,66,81
IPaul-Pd-DMS,iPrOAc,K2CO3,884,GC,Method2,35,55
IPr-PEPPSI,iPrOAc,K2CO3,884,GC,Method2,46,100
IPr*-PEPPSI,iPrOAc,K2CO3,884,GC,Method2,6,29
INonCl-PEPPSI,iPrOAc,K2CO3,884,GC,Method2,,
IPent-Pd-DMS,iPrOAc,Cs2CO3,884,GC,Method2,90,100
IHept-Pd-DMS,iPrOAc,Cs2CO3,884,GC,Method2,84,98
IPr*Tol-Pd-DMS,iPrOAc,Cs2CO3,884,GC,Method2,91,100
IHeptCl-Pd-DMS,iPrOAc,Cs2CO3,884,GC,Method2,88,100
IPaul-Pd-DMS,iPrOAc,Cs2CO3,884,GC,Method2,92,100
IPr-PEPPSI,iPrOAc,Cs2CO3,884,GC,Method2,46,100
IPr*-PEPPSI,iPrOAc,Cs2CO3,884,GC,Method2,65,79
INonCl-PEPPSI,iPrOAc,Cs2CO3,884,GC,Method2,91,100
IPent-Pd-DMS,iPrOAc,K3PO4,884,GC,Method2,89,100
IHept-Pd-DMS,iPrOAc,K3PO4,884,GC,Method2,43,62
IPr*Tol-Pd-DMS,iPrOAc,K3PO4,884,GC,Method2,92,100
IHeptCl-Pd-DMS,iPrOAc,K3PO4,884,GC,Method2,,
IPaul-Pd-DMS,iPrOAc,K3PO4,884,GC,Method2,93,100
IPr-PEPPSI,iPrOAc,K3PO4,884,GC,Method2,41,100
IPr*-PEPPSI,iPrOAc,K3PO4,884,GC,Method2,86,97
INonCl-PEPPSI,iPrOAc,K3PO4,884,GC,Method2,90,100
IPent-Pd-DMS,Me-THF,K2CO3,884,GC,Method2,29,48
IHept-Pd-DMS,Me-THF,K2CO3,884,GC,Method2,33,48
IPr*Tol-Pd-DMS,Me-THF,K2CO3,884,GC,Method2,27,43
IHeptCl-Pd-DMS,Me-THF,K2CO3,884,GC,Method2,25,46
IPaul-Pd-DMS,Me-THF,K2CO3,884,GC,Method2,34,100
IPr-PEPPSI,Me-THF,K2CO3,884,GC,Method2,12,71
IPr*-PEPPSI,Me-THF,K2CO3,884,GC,Method2,4,21
INonCl-PEPPSI,Me-THF,K2CO3,884,GC,Method2,30,47
IPent-Pd-DMS,Me-THF,Cs2CO3,884,GC,Method2,,
IHept-Pd-DMS,Me-THF,Cs2CO3,884,GC,Method2,81,94
IPr*Tol-Pd-DMS,Me-THF,Cs2CO3,884,GC,Method2,92,100
IHeptCl-Pd-DMS,Me-THF,Cs2CO3,884,GC,Method2,81,100
IPaul-Pd-DMS,Me-THF,Cs2CO3,884,GC,Method2,91,100
IPr-PEPPSI,Me-THF,Cs2CO3,884,GC,Method2,39,95
IPr*-PEPPSI,Me-THF,Cs2CO3,884,GC,Method2,26,48
INonCl-PEPPSI,Me-THF,Cs2CO3,884,GC,Method2,90,100
IPent-Pd-DMS,Me-THF,K3PO4,884,GC,Method2,,
IHept-Pd-DMS,Me-THF,K3PO4,884,GC,Method2,32,50
IPr*Tol-Pd-DMS,Me-THF,K3PO4,884,GC,Method2,91,100
IHeptCl-Pd-DMS,Me-THF,K3PO4,884,GC,Method2,89,100
IPaul-Pd-DMS,Me-THF,K3PO4,884,GC,Method2,94,100
IPr-PEPPSI,Me-THF,K3PO4,884,GC,Method2,46,100
IPr*-PEPPSI,Me-THF,K3PO4,884,GC,Method2,53,64
INonCl-PEPPSI,Me-THF,K3PO4,884,GC,Method2,,
IPent-Pd-DMS,Toluene,K2CO3,884,GC,Method2,42,61
IHept-Pd-DMS,Toluene,K2CO3,884,GC,Method2,48,61
IPr*Tol-Pd-DMS,Toluene,K2CO3,884,GC,Method2,37,48
IHeptCl-Pd-DMS,Toluene,K2CO3,884,GC,Method2,68,75
IPaul-Pd-DMS,Toluene,K2CO3,884,GC,Method2,8,23
IPr-PEPPSI,Toluene,K2CO3,884,GC,Method2,16,76
IPr*-PEPPSI,Toluene,K2CO3,884,GC,Method2,15,27
INonCl-PEPPSI,Toluene,K2CO3,884,GC,Method2,100,100
IPent-Pd-DMS,Toluene,Cs2CO3,884,GC,Method2,64,69
IHept-Pd-DMS,Toluene,Cs2CO3,884,GC,Method2,47,64
IPr*Tol-Pd-DMS,Toluene,Cs2CO3,884,GC,Method2,74,76
IHeptCl-Pd-DMS,Toluene,Cs2CO3,884,GC,Method2,80,94
IPaul-Pd-DMS,Toluene,Cs2CO3,884,GC,Method2,43,45
IPr-PEPPSI,Toluene,Cs2CO3,884,GC,Method2,33,100
IPr*-PEPPSI,Toluene,Cs2CO3,884,GC,Method2,69,74
INonCl-PEPPSI,Toluene,Cs2CO3,884,GC,Method2,100,100
IPent-Pd-DMS,Toluene,K3PO4,884,GC,Method2,14,24
IHept-Pd-DMS,Toluene,K3PO4,884,GC,Method2,17,26
IPr*Tol-Pd-DMS,Toluene,K3PO4,884,GC,Method2,41,49
IHeptCl-Pd-DMS,Toluene,K3PO4,884,GC,Method2,72,77
IPaul-Pd-DMS,Toluene,K3PO4,884,GC,Method2,24,28
IPr-PEPPSI,Toluene,K3PO4,884,GC,Method2,26,80
IPr*-PEPPSI,Toluene,K3PO4,884,GC,Method2,25,33
INonCl-PEPPSI,Toluene,K3PO4,884,GC,Method2,100,100
IMes-Pd-DMS,Me-THF,Cs2CO3,890_1,GC,Method2,38,51
IHeptCl-Pd-DMS,iPrOAc,K3PO4,890_1,GC,Method2,89,100
IHeptCl-Pd-DMS,iPrOAc,Cs2CO3,890_1,GC,Method2,90,100
IPent-Pd-DMS,Me-THF,Cs2CO3,890_1,GC,Method2,91,100
IPr#-Pd-DMS,Me-THF,Cs2CO3,890_1,GC,Method2,86,100
IHeptCl-Pd-DMS,Me-THF,K2CO3,890_1,GC,Method2,27,42
IMes-Pd-DMS,iPrOAc,K3PO4,890_1,GC,Method2,62,77
IMes-Pd-DMS,iPrOAc,Cs2CO3,890_1,GC,Method2,69,83
IMes-Pd-DMS,EtOH,Cs2CO3,890_1,GC,Method2,44,59
INonCl-Pd-DMS,Toluene,K3PO4,890_1,GC,Method2,92,100
INonCl-Pd-DMS,Toluene,Cs2CO3,890_1,GC,Method2,92,100
IPaul-Pd-DMS,Me-THF,K2CO3,890_1,GC,Method2,32,46
IPent-Pd-DMS,Me-THF,K2CO3,890_1,GC,Method2,30,46
IPaul-Pd-DMS,iPrOAc,K2CO3,890_1,GC,Method2,49,63
IPentCl-Pd-DMS,Toluene,K3PO4,890_1,GC,Method2,88,99
IPent-Pd-DMS,Toluene,K2CO3,890_1,GC,Method2,15,22
IHept-Pd-DMS,Me-THF,K3PO4,890_1,GC,Method2,92,100
IMes-Pd-DMS,Me-THF,K3PO4,890_1,GC,Method2,76,86
INonCl-Pd-DMS,Me-THF,K3PO4,890_1,GC,Method2,90,100
IPent-Pd-DMS,EtOH,K3PO4,890_1,GC,Method2,87,96
IPent-Pd-DMS,EtOH,K2CO3,890_1,GC,Method2,93,100
IPent-Pd-DMS,Me-THF,K3PO4,890_1,GC,Method2,90,100
IPr#-Pd-DMS,iPrOAc,Cs2CO3,890_1,GC,Method2,88,100
IPr*OMe-Pd-DMS,Toluene,K3PO4,890_1,GC,Method2,76,89
IPr*OMe-Pd-DMS,Toluene,Cs2CO3,890_1,GC,Method2,89,100
IPr*OMe-Pd-DMS,Me-THF,K3PO4,890_1,GC,Method2,87,100
IPr*OMe-Pd-DMS,iPrOAc,K3PO4,890_1,GC,Method2,88,100
IPr*OMe-Pd-DMS,iPrOAc,Cs2CO3,890_1,GC,Method2,86,100
IPr*-Pd-DMS,Toluene,K3PO4,890_1,GC,Method2,86,97
IPr*-Pd-DMS,Toluene,Cs2CO3,890_1,GC,Method2,90,100
IPr*-Pd-DMS,Me-THF,K3PO4,890_1,GC,Method2,89,100
IPr*-Pd-DMS,iPrOAc,K3PO4,890_1,GC,Method2,88,100
IPr*-Pd-DMS,iPrOAc,Cs2CO3,890_1,GC,Method2,88,100
IPr*Tol-Pd-DMS,iPrOAc,K3PO4,890_1,GC,Method2,91,100
IPr*Tol-Pd-DMS,iPrOAc,K2CO3,890_1,GC,Method2,21,36
IPriPr-Pd-DMS,Toluene,Cs2CO3,890_1,GC,Method2,67,80
IPriPr-Pd-DMS,iPrOAc,K3PO4,890_1,GC,Method2,87,99
IPr-Pd-DMS,Toluene,Cs2CO3,890_1,GC,Method2,65,79
IPr-Pd-DMS,Me-THF,K3PO4,890_1,GC,Method2,90,100
IPr-Pd-DMS,iPrOAc,K3PO4,890_1,GC,Method2,82,100
IPr-Pd-DMS,iPrOAc,K2CO3,890_1,GC,Method2,24,40
IPr-Pd-DMS,EtOH,K3PO4,890_1,GC,Method2,96,100
IPr-Pd-DMS,EtOH,K2CO3,890_1,GC,Method2,92,100
SIPr-Pd-DMS,Toluene,Cs2CO3,890_1,GC,Method2,56,69
SIPr-Pd-DMS,iPrOAc,K3PO4,890_1,GC,Method2,86,100
SIPr-Pd-DMS,EtOH,K2CO3,890_1,GC,Method2,88,100
IMes-Pd-DMS,Me-THF,Cs2CO3,890_2,GC,Method2,38,51
IHeptCl-Pd-DMS,iPrOAc,K3PO4,890_2,GC,Method2,88,100
IHeptCl-Pd-DMS,iPrOAc,Cs2CO3,890_2,GC,Method2,90,100
IPent-Pd-DMS,Me-THF,Cs2CO3,890_2,GC,Method2,91,100
IPr#-Pd-DMS,Me-THF,Cs2CO3,890_2,GC,Method2,32,46
IHeptCl-Pd-DMS,Me-THF,K2CO3,890_2,GC,Method2,28,40
IMes-Pd-DMS,iPrOAc,K3PO4,890_2,GC,Method2,50,65
IMes-Pd-DMS,iPrOAc,Cs2CO3,890_2,GC,Method2,70,84
IMes-Pd-DMS,EtOH,Cs2CO3,890_2,GC,Method2,41,55
INonCl-Pd-DMS,Toluene,K3PO4,890_2,GC,Method2,92,100
INonCl-Pd-DMS,Toluene,Cs2CO3,890_2,GC,Method2,91,100
IPaul-Pd-DMS,Me-THF,K2CO3,890_2,GC,Method2,35,49
IPent-Pd-DMS,Me-THF,K2CO3,890_2,GC,Method2,29,44
IPaul-Pd-DMS,iPrOAc,K2CO3,890_2,GC,Method2,50,66
IPentCl-Pd-DMS,Toluene,K3PO4,890_2,GC,Method2,83,93
IPent-Pd-DMS,Toluene,K2CO3,890_2,GC,Method2,15,24
IHept-Pd-DMS,Me-THF,K3PO4,890_2,GC,Method2,80,94
IMes-Pd-DMS,Me-THF,K3PO4,890_2,GC,Method2,75,86
INonCl-Pd-DMS,Me-THF,K3PO4,890_2,GC,Method2,91,100
IPent-Pd-DMS,EtOH,K3PO4,890_2,GC,Method2,83,94
IPent-Pd-DMS,EtOH,K2CO3,890_2,GC,Method2,90,100
IPent-Pd-DMS,Me-THF,K3PO4,890_2,GC,Method2,92,100
IPr#-Pd-DMS,iPrOAc,Cs2CO3,890_2,GC,Method2,89,100
IPr*OMe-Pd-DMS,Toluene,K3PO4,890_2,GC,Method2,83,95
IPr*OMe-Pd-DMS,Toluene,Cs2CO3,890_2,GC,Method2,90,100
IPr*OMe-Pd-DMS,Me-THF,K3PO4,890_2,GC,Method2,88,100
IPr*OMe-Pd-DMS,iPrOAc,K3PO4,890_2,GC,Method2,90,100
IPr*OMe-Pd-DMS,iPrOAc,Cs2CO3,890_2,GC,Method2,88,100
IPr*-Pd-DMS,Toluene,K3PO4,890_2,GC,Method2,85,97
IPr*-Pd-DMS,Toluene,Cs2CO3,890_2,GC,Method2,90,100
IPr*-Pd-DMS,Me-THF,K3PO4,890_2,GC,Method2,89,100
IPr*-Pd-DMS,iPrOAc,K3PO4,890_2,GC,Method2,89,100
IPr*-Pd-DMS,iPrOAc,Cs2CO3,890_2,GC,Method2,88,100
IPr*Tol-Pd-DMS,iPrOAc,K3PO4,890_2,GC,Method2,89,100
IPr*Tol-Pd-DMS,iPrOAc,K2CO3,890_2,GC,Method2,20,35
IPriPr-Pd-DMS,Toluene,Cs2CO3,890_2,GC,Method2,90,100
IPriPr-Pd-DMS,iPrOAc,K3PO4,890_2,GC,Method2,87,100
IPr-Pd-DMS,Toluene,Cs2CO3,890_2,GC,Method2,92,100
IPr-Pd-DMS,Me-THF,K3PO4,890_2,GC,Method2,90,100
IPr-Pd-DMS,iPrOAc,K3PO4,890_2,GC,Method2,87,100
IPr-Pd-DMS,iPrOAc,K2CO3,890_2,GC,Method2,23,40
IPr-Pd-DMS,EtOH,K3PO4,890_2,GC,Method2,93,100
IPr-Pd-DMS,EtOH,K2CO3,890_2,GC,Method2,87,100
SIPr-Pd-DMS,Toluene,Cs2CO3,890_2,GC,Method2,90,100
SIPr-Pd-DMS,iPrOAc,K3PO4,890_2,GC,Method2,88,100
SIPr-Pd-DMS,EtOH,K2CO3,890_2,GC,Method2,89,100
IPent-Pd-DMS,EtOH,K2CO3,891_1,GC,Method2,83,100
IHept-Pd-DMS,EtOH,K2CO3,891_1,GC,Method2,86,100
IPr*Tol-Pd-DMS,EtOH,K2CO3,891_1,GC,Method2,63,100
IHeptCl-Pd-DMS,EtOH,K2CO3,891_1,GC,Method2,81,100
IPaul-Pd-DMS,EtOH,K2CO3,891_1,GC,Method2,89,100
IPent-Pd-DMS,iPrOAc,K2CO3,891_1,GC,Method2,33,49
IHept-Pd-DMS,iPrOAc,K2CO3,891_1,GC,Method2,18,35
IPr*Tol-Pd-DMS,iPrOAc,K2CO3,891_1,GC,Method2,20,36
IHeptCl-Pd-DMS,iPrOAc,K2CO3,891_1,GC,Method2,23,38
IPaul-Pd-DMS,iPrOAc,K2CO3,891_1,GC,Method2,48,64
IPent-Pd-DMS,Me-THF,K2CO3,891_1,GC,Method2,30,44
IHept-Pd-DMS,Me-THF,K2CO3,891_1,GC,Method2,20,36
IPr*Tol-Pd-DMS,Me-THF,K2CO3,891_1,GC,Method2,22,35
IHeptCl-Pd-DMS,Me-THF,K2CO3,891_1,GC,Method2,28,41
IPaul-Pd-DMS,Me-THF,K2CO3,891_1,GC,Method2,33,49
IPent-Pd-DMS,Toluene,K2CO3,891_1,GC,Method2,15,23
IHept-Pd-DMS,Toluene,K2CO3,891_1,GC,Method2,11,25
IPr*Tol-Pd-DMS,Toluene,K2CO3,891_1,GC,Method2,13,25
IHeptCl-Pd-DMS,Toluene,K2CO3,891_1,GC,Method2,28,38
IPaul-Pd-DMS,Toluene,K2CO3,891_1,GC,Method2,9,20
IPent-Pd-DMS,EtOH,K2CO3,891_2,GC,Method2,72,100
IHept-Pd-DMS,EtOH,K2CO3,891_2,GC,Method2,89,100
IPr*Tol-Pd-DMS,EtOH,K2CO3,891_2,GC,Method2,64,100
IHeptCl-Pd-DMS,EtOH,K2CO3,891_2,GC,Method2,84,100
IPaul-Pd-DMS,EtOH,K2CO3,891_2,GC,Method2,90,100
IPent-Pd-DMS,iPrOAc,K2CO3,891_2,GC,Method2,44,61
IHept-Pd-DMS,iPrOAc,K2CO3,891_2,GC,Method2,26,43
IPr*Tol-Pd-DMS,iPrOAc,K2CO3,891_2,GC,Method2,22,39
IHeptCl-Pd-DMS,iPrOAc,K2CO3,891_2,GC,Method2,24,41
IPaul-Pd-DMS,iPrOAc,K2CO3,891_2,GC,Method2,39,55
IPent-Pd-DMS,Me-THF,K2CO3,891_2,GC,Method2,32,48
IHept-Pd-DMS,Me-THF,K2CO3,891_2,GC,Method2,22,39
IPr*Tol-Pd-DMS,Me-THF,K2CO3,891_2,GC,Method2,21,36
IHeptCl-Pd-DMS,Me-THF,K2CO3,891_2,GC,Method2,28,43
IPaul-Pd-DMS,Me-THF,K2CO3,891_2,GC,Method2,28,44
IPent-Pd-DMS,Toluene,K2CO3,891_2,GC,Method2,21,36
IHept-Pd-DMS,Toluene,K2CO3,891_2,GC,Method2,3,18
IPr*Tol-Pd-DMS,Toluene,K2CO3,891_2,GC,Method2,17,29
IHeptCl-Pd-DMS,Toluene,K2CO3,891_2,GC,Method2,28,42
IPaul-Pd-DMS,Toluene,K2CO3,891_2,GC,Method2,7,18
